NIK,Nama,Tempat_Lahir,Tanggal_Lahir,Jenis_Kelamin,Alamat,RT_RW,Kel_Desa,Kecamatan,Kab_Kota,Provinsi,Agama,Status_Perkawinan,Pekerjaan,Kewarganegaraan
4045366810468612,ADI PERMANA,BANDUNG,1946-10-28,PEREMPUAN,JL. DUMMY NO. 82,006/003,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA TENGAH,KATOLIK,KAWIN,WIRASWASTA,WNI
2563436907905327,ADI PRATAMA,BOGOR,1990-07-29,PEREMPUAN,JL. DUMMY NO. 195,007/003,DESA MAKMUR,KECAMATAN C,MALANG,JAWA BARAT,ISLAM,KAWIN,KARYAWAN SWASTA,WNI
1467004612645505,DEWI LESTARI,BOGOR,1964-12-06,PEREMPUAN,JL. DUMMY NO. 140,009/002,DESA MAJU,KECAMATAN A,BANDUNG,JAWA TIMUR,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
5579604411558451,FARHAN PERMANA,SEMARANG,1955-11-04,PEREMPUAN,JL. DUMMY NO. 29,010/006,DESA SEJAHTERA,KECAMATAN C,SURABAYA,JAWA TIMUR,KATOLIK,KAWIN,KARYAWAN SWASTA,WNI
6311155701687251,HADI WIJAYA,BOGOR,1968-01-17,PEREMPUAN,JL. DUMMY NO. 142,008/001,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,PETANI,WNI
7565932602076440,INDRA WIJAYA,SURABAYA,2007-02-26,LAKI-LAKI,JL. DUMMY NO. 85,001/002,DESA MAJU,KECAMATAN B,BANDUNG,JAWA TIMUR,BUDDHA,BELUM KAWIN,PETANI,WNI
4314555206485469,HADI LESTARI,SURABAYA,1948-06-12,PEREMPUAN,JL. DUMMY NO. 76,003/007,DESA MAJU,KECAMATAN B,SEMARANG,JAWA BARAT,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
8882836002966567,EKO WIJAYA,BOGOR,1996-02-20,PEREMPUAN,JL. DUMMY NO. 174,008/010,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA BARAT,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
4344580903803800,FARHAN LESTARI,BANDUNG,1980-03-09,LAKI-LAKI,JL. DUMMY NO. 82,004/004,DESA MAJU,KECAMATAN A,SEMARANG,JAWA TIMUR,HINDU,KAWIN,WIRASWASTA,WNI
3979920605752798,BUDI LESTARI,BANDUNG,1975-05-06,LAKI-LAKI,JL. DUMMY NO. 182,007/006,DESA MAJU,KECAMATAN B,BOGOR,JAWA TENGAH,HINDU,BELUM KAWIN,WIRASWASTA,WNI
8310756906081880,BUDI LESTARI,MALANG,2008-06-29,PEREMPUAN,JL. DUMMY NO. 118,010/007,DESA MAJU,KECAMATAN C,BOGOR,JAWA BARAT,KRISTEN,KAWIN,BURUH,WNI
9261700910493280,HADI SAPUTRA,BOGOR,1949-10-09,LAKI-LAKI,JL. DUMMY NO. 88,003/008,DESA SEJAHTERA,KECAMATAN A,BOGOR,JAWA TIMUR,KRISTEN,KAWIN,WIRASWASTA,WNI
6954870707012365,DEWI PRATAMA,MALANG,2001-07-07,LAKI-LAKI,JL. DUMMY NO. 156,006/010,DESA MAJU,KECAMATAN B,BOGOR,JAWA BARAT,KATOLIK,KAWIN,WIRASWASTA,WNI
9663282508675022,EKO WIJAYA,SURABAYA,1967-08-25,LAKI-LAKI,JL. DUMMY NO. 75,001/002,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TENGAH,HINDU,KAWIN,BURUH,WNI
6867983103907075,BUDI SAPUTRA,MALANG,1990-03-31,LAKI-LAKI,JL. DUMMY NO. 38,006/001,DESA MAJU,KECAMATAN C,BOGOR,JAWA TIMUR,HINDU,BELUM KAWIN,WIRASWASTA,WNI
1158862104674528,INDRA SAPUTRA,SURABAYA,1967-04-21,LAKI-LAKI,JL. DUMMY NO. 187,003/003,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA TENGAH,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
3974810303891850,GITA WIJAYA,BANDUNG,1989-03-03,LAKI-LAKI,JL. DUMMY NO. 171,006/010,DESA MAJU,KECAMATAN A,MALANG,JAWA TENGAH,BUDDHA,BELUM KAWIN,PETANI,WNI
4676071308779220,EKO PRATAMA,SEMARANG,1977-08-13,LAKI-LAKI,JL. DUMMY NO. 175,005/004,DESA SEJAHTERA,KECAMATAN C,SURABAYA,JAWA TIMUR,KRISTEN,KAWIN,BURUH,WNI
1889916704928262,ADI PERMANA,BOGOR,1992-04-27,PEREMPUAN,JL. DUMMY NO. 144,005/003,DESA MAJU,KECAMATAN C,MALANG,JAWA TENGAH,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
7275444712486579,FARHAN PERMANA,SEMARANG,1948-12-07,PEREMPUAN,JL. DUMMY NO. 168,010/007,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA BARAT,HINDU,KAWIN,WIRASWASTA,WNI
2636296508773219,CITRA SAPUTRA,SURABAYA,1977-08-25,PEREMPUAN,JL. DUMMY NO. 64,008/002,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TIMUR,ISLAM,KAWIN,BURUH,WNI
7315440907636892,FARHAN PRATAMA,SURABAYA,1963-07-09,LAKI-LAKI,JL. DUMMY NO. 199,001/004,DESA MAJU,KECAMATAN C,MALANG,JAWA TIMUR,BUDDHA,BELUM KAWIN,KARYAWAN SWASTA,WNI
4685842608731482,CITRA PERMANA,MALANG,1973-08-26,LAKI-LAKI,JL. DUMMY NO. 140,010/007,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TIMUR,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
6027185104675753,GITA PERMANA,MALANG,1967-04-11,PEREMPUAN,JL. DUMMY NO. 125,008/002,DESA MAJU,KECAMATAN C,BOGOR,JAWA TENGAH,HINDU,KAWIN,BURUH,WNI
4091452012610093,GITA SAPUTRA,BANDUNG,1961-12-20,LAKI-LAKI,JL. DUMMY NO. 200,005/008,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA BARAT,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
9578801611572078,HADI LESTARI,MALANG,1957-11-16,LAKI-LAKI,JL. DUMMY NO. 14,004/005,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA TENGAH,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
5410941101873447,HADI PERMANA,BOGOR,1987-01-11,LAKI-LAKI,JL. DUMMY NO. 135,001/008,DESA MAJU,KECAMATAN B,MALANG,JAWA TENGAH,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
9183361602515819,GITA WIJAYA,MALANG,1951-02-16,LAKI-LAKI,JL. DUMMY NO. 117,002/004,DESA MAJU,KECAMATAN B,BOGOR,JAWA TENGAH,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
3608485407933385,BUDI PRATAMA,BOGOR,1993-07-14,PEREMPUAN,JL. DUMMY NO. 15,002/006,DESA MAJU,KECAMATAN A,BANDUNG,JAWA BARAT,KATOLIK,KAWIN,PETANI,WNI
5326645008049277,ADI WIJAYA,SEMARANG,2004-08-10,PEREMPUAN,JL. DUMMY NO. 176,005/002,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA TIMUR,ISLAM,KAWIN,BURUH,WNI
6522385401956914,DEWI LESTARI,BANDUNG,1995-01-14,PEREMPUAN,JL. DUMMY NO. 15,001/003,DESA MAKMUR,KECAMATAN C,MALANG,JAWA TIMUR,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
6426086507015282,FARHAN PERMANA,SEMARANG,2001-07-25,PEREMPUAN,JL. DUMMY NO. 144,008/010,DESA SEJAHTERA,KECAMATAN C,BANDUNG,JAWA TIMUR,BUDDHA,KAWIN,WIRASWASTA,WNI
6960932907800822,EKO SANTOSO,SURABAYA,1980-07-29,LAKI-LAKI,JL. DUMMY NO. 129,004/009,DESA SEJAHTERA,KECAMATAN A,SEMARANG,JAWA TENGAH,BUDDHA,BELUM KAWIN,WIRASWASTA,WNI
1380335603036817,CITRA PRATAMA,SURABAYA,2003-03-16,PEREMPUAN,JL. DUMMY NO. 194,006/003,DESA SEJAHTERA,KECAMATAN A,BOGOR,JAWA TENGAH,ISLAM,KAWIN,PETANI,WNI
5686712507527823,GITA PERMANA,SURABAYA,1952-07-25,LAKI-LAKI,JL. DUMMY NO. 79,002/009,DESA MAJU,KECAMATAN B,SURABAYA,JAWA TENGAH,HINDU,BELUM KAWIN,PETANI,WNI
6828986012720667,INDRA SAPUTRA,BANDUNG,1972-12-20,PEREMPUAN,JL. DUMMY NO. 67,006/005,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA BARAT,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
7050050705649881,DEWI PRATAMA,BANDUNG,1964-05-07,LAKI-LAKI,JL. DUMMY NO. 90,002/006,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA TIMUR,KRISTEN,KAWIN,WIRASWASTA,WNI
9818166205584199,GITA PERMANA,BANDUNG,1958-05-22,PEREMPUAN,JL. DUMMY NO. 31,002/002,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA TENGAH,ISLAM,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
9054916309469105,CITRA PRATAMA,SURABAYA,1946-09-23,PEREMPUAN,JL. DUMMY NO. 88,009/009,DESA MAJU,KECAMATAN A,SEMARANG,JAWA BARAT,KATOLIK,KAWIN,KARYAWAN SWASTA,WNI
3183316703639900,GITA SANTOSO,MALANG,1963-03-27,PEREMPUAN,JL. DUMMY NO. 60,008/004,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TIMUR,KATOLIK,BELUM KAWIN,PETANI,WNI
1418514802050212,CITRA LESTARI,BANDUNG,2005-02-08,PEREMPUAN,JL. DUMMY NO. 183,010/001,DESA MAKMUR,KECAMATAN B,BANDUNG,JAWA BARAT,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
1718194304078052,GITA SANTOSO,BANDUNG,2007-04-03,PEREMPUAN,JL. DUMMY NO. 42,006/010,DESA MAJU,KECAMATAN C,MALANG,JAWA TIMUR,BUDDHA,BELUM KAWIN,BURUH,WNI
5365726904958705,DEWI SAPUTRA,BOGOR,1995-04-29,PEREMPUAN,JL. DUMMY NO. 147,001/009,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA TENGAH,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
4979311311953140,FARHAN SAPUTRA,BOGOR,1995-11-13,LAKI-LAKI,JL. DUMMY NO. 58,004/008,DESA SEJAHTERA,KECAMATAN C,SURABAYA,JAWA TIMUR,BUDDHA,BELUM KAWIN,WIRASWASTA,WNI
5638362510810306,EKO SANTOSO,BOGOR,1981-10-25,LAKI-LAKI,JL. DUMMY NO. 82,001/010,DESA MAKMUR,KECAMATAN C,MALANG,JAWA BARAT,ISLAM,KAWIN,PELAJAR/MAHASISWA,WNI
8187890407865145,BUDI SAPUTRA,SURABAYA,1986-07-04,LAKI-LAKI,JL. DUMMY NO. 131,006/004,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA BARAT,KRISTEN,BELUM KAWIN,BURUH,WNI
2016732004816653,JOKO PRATAMA,BANDUNG,1981-04-20,LAKI-LAKI,JL. DUMMY NO. 66,006/001,DESA MAJU,KECAMATAN A,SEMARANG,JAWA BARAT,KATOLIK,KAWIN,PETANI,WNI
2065175003759878,GITA WIJAYA,SEMARANG,1975-03-10,PEREMPUAN,JL. DUMMY NO. 74,009/006,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA BARAT,HINDU,BELUM KAWIN,PETANI,WNI
2290181207048787,BUDI LESTARI,MALANG,2004-07-12,LAKI-LAKI,JL. DUMMY NO. 41,010/005,DESA MAJU,KECAMATAN C,SEMARANG,JAWA BARAT,KRISTEN,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
4015586911551638,EKO LESTARI,BOGOR,1955-11-29,PEREMPUAN,JL. DUMMY NO. 83,005/008,DESA MAKMUR,KECAMATAN A,BOGOR,JAWA BARAT,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
3367397103518447,EKO PRATAMA,SEMARANG,1951-03-31,PEREMPUAN,JL. DUMMY NO. 21,010/003,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TENGAH,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
9507836907588995,BUDI PERMANA,BANDUNG,1958-07-29,PEREMPUAN,JL. DUMMY NO. 56,006/010,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA BARAT,KRISTEN,KAWIN,PETANI,WNI
6462296402696276,ADI WIJAYA,SEMARANG,1969-02-24,PEREMPUAN,JL. DUMMY NO. 107,004/006,DESA SEJAHTERA,KECAMATAN C,SURABAYA,JAWA BARAT,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
6311503105757569,CITRA SAPUTRA,SURABAYA,1975-05-31,LAKI-LAKI,JL. DUMMY NO. 180,003/007,DESA SEJAHTERA,KECAMATAN C,BANDUNG,JAWA BARAT,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
1763702905791157,EKO SAPUTRA,SURABAYA,1979-05-29,LAKI-LAKI,JL. DUMMY NO. 3,002/005,DESA MAKMUR,KECAMATAN A,MALANG,JAWA TIMUR,KATOLIK,KAWIN,WIRASWASTA,WNI
3712996210031611,ADI LESTARI,BOGOR,2003-10-22,PEREMPUAN,JL. DUMMY NO. 178,004/008,DESA SEJAHTERA,KECAMATAN A,SEMARANG,JAWA TENGAH,HINDU,KAWIN,BURUH,WNI
2253976502718762,HADI SAPUTRA,MALANG,1971-02-25,PEREMPUAN,JL. DUMMY NO. 1,003/009,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA BARAT,BUDDHA,KAWIN,KARYAWAN SWASTA,WNI
5015016305945223,DEWI SANTOSO,BOGOR,1994-05-23,PEREMPUAN,JL. DUMMY NO. 82,004/009,DESA MAKMUR,KECAMATAN C,MALANG,JAWA TENGAH,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
4237814908989278,EKO LESTARI,BANDUNG,1998-08-09,PEREMPUAN,JL. DUMMY NO. 165,005/001,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA TENGAH,KRISTEN,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
5246161101701810,CITRA SAPUTRA,SURABAYA,1970-01-11,LAKI-LAKI,JL. DUMMY NO. 194,010/008,DESA MAJU,KECAMATAN A,MALANG,JAWA TENGAH,KATOLIK,KAWIN,BURUH,WNI
8926076911805769,HADI LESTARI,SEMARANG,1980-11-29,PEREMPUAN,JL. DUMMY NO. 80,010/002,DESA MAJU,KECAMATAN C,BOGOR,JAWA TENGAH,HINDU,BELUM KAWIN,WIRASWASTA,WNI
5364475606521470,ADI LESTARI,BANDUNG,1952-06-16,PEREMPUAN,JL. DUMMY NO. 26,002/002,DESA SEJAHTERA,KECAMATAN A,SEMARANG,JAWA TENGAH,ISLAM,BELUM KAWIN,BURUH,WNI
5425335905075826,FARHAN SAPUTRA,SEMARANG,2007-05-19,PEREMPUAN,JL. DUMMY NO. 22,008/003,DESA SEJAHTERA,KECAMATAN A,MALANG,JAWA BARAT,KRISTEN,BELUM KAWIN,BURUH,WNI
6308772812733205,GITA SANTOSO,BANDUNG,1973-12-28,LAKI-LAKI,JL. DUMMY NO. 170,003/003,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TIMUR,KATOLIK,BELUM KAWIN,KARYAWAN SWASTA,WNI
4956385104041913,INDRA SANTOSO,BANDUNG,2004-04-11,PEREMPUAN,JL. DUMMY NO. 71,001/007,DESA SEJAHTERA,KECAMATAN A,BOGOR,JAWA TIMUR,ISLAM,BELUM KAWIN,PETANI,WNI
6626710202581098,DEWI SANTOSO,MALANG,1958-02-02,LAKI-LAKI,JL. DUMMY NO. 39,008/001,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA TENGAH,HINDU,BELUM KAWIN,PETANI,WNI
5626950602504709,BUDI PERMANA,SURABAYA,1950-02-06,LAKI-LAKI,JL. DUMMY NO. 177,009/002,DESA MAJU,KECAMATAN A,BANDUNG,JAWA BARAT,BUDDHA,BELUM KAWIN,WIRASWASTA,WNI
6545085903940587,GITA PRATAMA,SEMARANG,1994-03-19,PEREMPUAN,JL. DUMMY NO. 175,004/002,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA TIMUR,HINDU,KAWIN,PETANI,WNI
9551512710553078,INDRA PRATAMA,SEMARANG,1955-10-27,LAKI-LAKI,JL. DUMMY NO. 8,005/007,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA TENGAH,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
1836366607583136,FARHAN LESTARI,MALANG,1958-07-26,PEREMPUAN,JL. DUMMY NO. 80,001/004,DESA MAKMUR,KECAMATAN C,BOGOR,JAWA TENGAH,HINDU,KAWIN,KARYAWAN SWASTA,WNI
5059970611794199,JOKO PERMANA,MALANG,1979-11-06,LAKI-LAKI,JL. DUMMY NO. 160,001/007,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA BARAT,ISLAM,KAWIN,BURUH,WNI
8015356812863828,ADI PERMANA,SEMARANG,1986-12-28,PEREMPUAN,JL. DUMMY NO. 187,009/001,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA TIMUR,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
9233285011504264,BUDI PRATAMA,SEMARANG,1950-11-10,PEREMPUAN,JL. DUMMY NO. 95,004/006,DESA MAJU,KECAMATAN A,BANDUNG,JAWA TENGAH,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
4900172202701841,CITRA LESTARI,MALANG,1970-02-22,LAKI-LAKI,JL. DUMMY NO. 60,004/006,DESA MAJU,KECAMATAN A,SEMARANG,JAWA TIMUR,ISLAM,KAWIN,PELAJAR/MAHASISWA,WNI
9694451706557406,GITA WIJAYA,BANDUNG,1955-06-17,LAKI-LAKI,JL. DUMMY NO. 152,007/010,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA TENGAH,HINDU,KAWIN,KARYAWAN SWASTA,WNI
3785367003552294,JOKO SAPUTRA,BOGOR,1955-03-30,PEREMPUAN,JL. DUMMY NO. 167,010/008,DESA MAKMUR,KECAMATAN C,MALANG,JAWA TIMUR,KATOLIK,KAWIN,BURUH,WNI
8883004508613962,DEWI PRATAMA,SEMARANG,1961-08-05,PEREMPUAN,JL. DUMMY NO. 183,004/007,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA TIMUR,HINDU,BELUM KAWIN,WIRASWASTA,WNI
8645531205894231,CITRA PERMANA,MALANG,1989-05-12,LAKI-LAKI,JL. DUMMY NO. 152,003/002,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA TIMUR,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
3852765203690635,HADI PRATAMA,BANDUNG,1969-03-12,PEREMPUAN,JL. DUMMY NO. 114,006/008,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA BARAT,HINDU,KAWIN,KARYAWAN SWASTA,WNI
3689172908973643,CITRA SAPUTRA,BOGOR,1997-08-29,LAKI-LAKI,JL. DUMMY NO. 53,010/004,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA BARAT,KATOLIK,KAWIN,KARYAWAN SWASTA,WNI
6844506807910209,INDRA SANTOSO,BANDUNG,1991-07-28,PEREMPUAN,JL. DUMMY NO. 182,010/002,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TENGAH,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
3627245803682625,HADI PERMANA,SEMARANG,1968-03-18,PEREMPUAN,JL. DUMMY NO. 100,001/004,DESA MAKMUR,KECAMATAN B,SURABAYA,JAWA TIMUR,HINDU,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
6606851202638856,HADI WIJAYA,BANDUNG,1963-02-12,LAKI-LAKI,JL. DUMMY NO. 53,006/004,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
8272402708843029,DEWI SAPUTRA,SEMARANG,1984-08-27,LAKI-LAKI,JL. DUMMY NO. 51,004/002,DESA MAJU,KECAMATAN C,BANDUNG,JAWA BARAT,ISLAM,KAWIN,WIRASWASTA,WNI
9723982610657181,JOKO PRATAMA,SURABAYA,1965-10-26,LAKI-LAKI,JL. DUMMY NO. 3,004/009,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA BARAT,KATOLIK,BELUM KAWIN,BURUH,WNI
8033094908982613,JOKO PRATAMA,BANDUNG,1998-08-09,PEREMPUAN,JL. DUMMY NO. 50,004/005,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA BARAT,BUDDHA,BELUM KAWIN,PETANI,WNI
7067811102765796,EKO PERMANA,BOGOR,1976-02-11,LAKI-LAKI,JL. DUMMY NO. 32,003/009,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA BARAT,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
6451522501960452,INDRA PRATAMA,MALANG,1996-01-25,LAKI-LAKI,JL. DUMMY NO. 188,008/007,DESA MAJU,KECAMATAN B,SURABAYA,JAWA TENGAH,ISLAM,BELUM KAWIN,WIRASWASTA,WNI
7664131907811623,INDRA WIJAYA,BANDUNG,1981-07-19,LAKI-LAKI,JL. DUMMY NO. 128,006/008,DESA MAJU,KECAMATAN C,BOGOR,JAWA TENGAH,KRISTEN,KAWIN,WIRASWASTA,WNI
7165365802568609,DEWI SAPUTRA,SEMARANG,1956-02-18,PEREMPUAN,JL. DUMMY NO. 56,008/002,DESA MAJU,KECAMATAN B,SURABAYA,JAWA TIMUR,KRISTEN,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
7932745301705592,ADI PERMANA,SURABAYA,1970-01-13,PEREMPUAN,JL. DUMMY NO. 144,003/003,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA BARAT,KATOLIK,KAWIN,WIRASWASTA,WNI
5871981706729019,EKO WIJAYA,BOGOR,1972-06-17,LAKI-LAKI,JL. DUMMY NO. 141,008/001,DESA MAJU,KECAMATAN A,SURABAYA,JAWA TIMUR,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
1688101109540193,ADI PERMANA,BOGOR,1954-09-11,LAKI-LAKI,JL. DUMMY NO. 182,010/003,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA BARAT,BUDDHA,BELUM KAWIN,KARYAWAN SWASTA,WNI
3155864712993327,HADI PERMANA,MALANG,1999-12-07,PEREMPUAN,JL. DUMMY NO. 16,010/003,DESA MAKMUR,KECAMATAN B,BANDUNG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
9477784405676042,GITA PERMANA,BANDUNG,1967-05-04,PEREMPUAN,JL. DUMMY NO. 75,007/007,DESA MAJU,KECAMATAN A,BANDUNG,JAWA TIMUR,BUDDHA,BELUM KAWIN,PETANI,WNI
5404171805540810,CITRA SANTOSO,SURABAYA,1954-05-18,LAKI-LAKI,JL. DUMMY NO. 142,008/010,DESA MAKMUR,KECAMATAN A,BANDUNG,JAWA BARAT,HINDU,KAWIN,WIRASWASTA,WNI
4095332801715709,GITA LESTARI,MALANG,1971-01-28,LAKI-LAKI,JL. DUMMY NO. 158,006/005,DESA MAJU,KECAMATAN B,BOGOR,JAWA BARAT,HINDU,BELUM KAWIN,BURUH,WNI
3066693108779174,EKO PERMANA,BANDUNG,1977-08-31,LAKI-LAKI,JL. DUMMY NO. 84,009/009,DESA MAJU,KECAMATAN C,BOGOR,JAWA BARAT,HINDU,BELUM KAWIN,WIRASWASTA,WNI
8879744209644584,FARHAN WIJAYA,SEMARANG,1964-09-02,PEREMPUAN,JL. DUMMY NO. 40,002/010,DESA MAKMUR,KECAMATAN B,SURABAYA,JAWA TENGAH,ISLAM,BELUM KAWIN,BURUH,WNI
7525046505857366,BUDI PRATAMA,SEMARANG,1985-05-25,PEREMPUAN,JL. DUMMY NO. 124,008/010,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TENGAH,KATOLIK,KAWIN,WIRASWASTA,WNI
8312480808051034,DEWI SAPUTRA,MALANG,2005-08-08,LAKI-LAKI,JL. DUMMY NO. 173,006/008,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TIMUR,HINDU,KAWIN,BURUH,WNI
3641334304075461,GITA SAPUTRA,BANDUNG,2007-04-03,PEREMPUAN,JL. DUMMY NO. 137,004/010,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
8434630201621701,HADI WIJAYA,SEMARANG,1962-01-02,LAKI-LAKI,JL. DUMMY NO. 69,001/003,DESA MAKMUR,KECAMATAN B,MALANG,JAWA TIMUR,KATOLIK,BELUM KAWIN,BURUH,WNI
1953300705511293,ADI SAPUTRA,BOGOR,1951-05-07,LAKI-LAKI,JL. DUMMY NO. 24,002/001,DESA SEJAHTERA,KECAMATAN A,BOGOR,JAWA TENGAH,ISLAM,KAWIN,WIRASWASTA,WNI
1411575203729555,HADI LESTARI,SURABAYA,1972-03-12,PEREMPUAN,JL. DUMMY NO. 164,010/001,DESA MAJU,KECAMATAN B,BOGOR,JAWA TENGAH,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
5471803110510848,HADI SAPUTRA,MALANG,1951-10-31,LAKI-LAKI,JL. DUMMY NO. 78,003/005,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA TIMUR,BUDDHA,KAWIN,KARYAWAN SWASTA,WNI
9515702404877777,GITA LESTARI,BOGOR,1987-04-24,LAKI-LAKI,JL. DUMMY NO. 20,010/005,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA BARAT,KATOLIK,KAWIN,BURUH,WNI
2903126712526445,JOKO SANTOSO,BANDUNG,1952-12-27,PEREMPUAN,JL. DUMMY NO. 134,004/008,DESA MAJU,KECAMATAN B,MALANG,JAWA BARAT,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
3063771809985697,EKO WIJAYA,SEMARANG,1998-09-18,LAKI-LAKI,JL. DUMMY NO. 94,001/008,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TIMUR,ISLAM,BELUM KAWIN,PETANI,WNI
8952690511713854,BUDI LESTARI,SURABAYA,1971-11-05,LAKI-LAKI,JL. DUMMY NO. 5,002/005,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TENGAH,HINDU,KAWIN,WIRASWASTA,WNI
8063741706063746,BUDI SANTOSO,SEMARANG,2006-06-17,LAKI-LAKI,JL. DUMMY NO. 47,004/002,DESA SEJAHTERA,KECAMATAN C,SEMARANG,JAWA BARAT,BUDDHA,KAWIN,WIRASWASTA,WNI
2271081004568077,HADI LESTARI,SURABAYA,1956-04-10,LAKI-LAKI,JL. DUMMY NO. 81,004/007,DESA MAKMUR,KECAMATAN A,MALANG,JAWA BARAT,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
2359145611801547,BUDI PERMANA,BOGOR,1980-11-16,PEREMPUAN,JL. DUMMY NO. 120,006/004,DESA MAJU,KECAMATAN B,SURABAYA,JAWA BARAT,KATOLIK,BELUM KAWIN,PETANI,WNI
4335731005896023,FARHAN SAPUTRA,BANDUNG,1989-05-10,LAKI-LAKI,JL. DUMMY NO. 25,005/009,DESA MAJU,KECAMATAN B,SURABAYA,JAWA TIMUR,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
